,identifier/obPropId,LotSizeAcres,address/oneLine,address/postal1,location/latitude,location/longitude,location/distance,summary/propclass,summary/propsubtype,summary/yearbuilt,building/size/universalsize,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt,sale/amount/salerecdate,sale/amount/saletranstype,sale/calculation/priceperbed,sale/calculation/pricepersizeunit
7048,18246400000000.0,8.812999999999999,"7455 STATE ROUTE 88, RAVENNA, OH 44266",44266,41.19399,-81.20544100000001,37.65,Single Family Residence / Townhouse,RESIDENTIAL,1875,1952,1.0,3,830,2018-08-30,Resale,277,0
7055,18314700000000.0,1.97,"4968 ZEN RD, WAKEMAN, OH 44889",44889,41.194517,-82.409316,33.66,Single Family Residence / Townhouse,HOUSE,0,1976,3.0,5,30000,2018-08-30,Resale,6000,15
6367,18262800000000.0,0.0854,"1080 NEVILLE AVE, AKRON, OH 44306",44306,41.043948,-81.488417,33.26,Single Family Residence / Townhouse,RESIDENTIAL,1925,904,1.0,3,47920,2018-08-30,Nominal - Non/Arms Length Sale,15973,53
3914,4115590000000.0,0.1056,"1733 SHAW AVE, AKRON, OH 44305",44305,41.066941,-81.465826,32.67,Single Family Residence / Townhouse,RESIDENTIAL,1918,1060,1.0,3,38000,2018-08-30,Resale,12667,36
2048,4118420000000.0,0.5556,"1031 KARLA DR, CLINTON, OH 44216",44216,40.915372,-81.498449,40.64,Single Family Residence / Townhouse,RESIDENTIAL,1974,1682,2.0,4,200000,2018-08-30,Resale,66667,119
4995,2117660000000.0,0.1271,"34 W SALOME AVE, AKRON, OH 44310",44310,41.111753,-81.51601600000001,28.62,Single Family Residence / Townhouse,RESIDENTIAL,1918,1283,1.0,3,26500,2018-08-29,Resale,8833,21
4541,18351400000000.0,1.0,"3394 SUNNYBROOK RD, KENT, OH 44240",44240,41.083797,-81.372233,35.04,Single Family Residence / Townhouse,RESIDENTIAL,1955,984,1.0,2,89000,2018-08-28,Resale,44500,90
4554,25259000000000.0,0.1623,"89 NORTHWOOD LN, TALLMADGE, OH 44278",44278,41.085147,-81.447168,32.31,Single Family Residence / Townhouse,RESIDENTIAL,2017,2152,3.0,3,228000,2018-08-28,Resale,0,0
843,32482600000000.0,0.2757,"6201 LLANFAIR ST SW, MASSILLON, OH 44646",44646,40.8146,-81.49852,46.95,Single Family Residence / Townhouse,HOUSE,2018,2224,3.0,4,247400,2018-08-28,New Construction,0,0
3125,14128800000000.0,0.4821,"8001 HEBRON AVE, LOUISVILLE, OH 44641",44641,40.888725,-81.254639,49.17,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1964,1612,2.0,3,23100,2018-08-28,REO (Transfer to Lender),7700,14
243,18250200000000.0,0.9186,"1073 32ND ST NW, MASSILLON, OH 44647",44647,40.799929999999996,-81.570481,46.58,Single Family Residence / Townhouse,HOUSE,1874,1190,1.0,2,58900,2018-08-27,Resale,29450,49
982,14724500000000.0,0.1446,"1600 27TH ST NW, CANTON, OH 44709",44709,40.827284999999996,-81.38893900000001,48.71,Single Family Residence / Townhouse,HOUSE,1926,1308,2.0,3,69900,2018-08-27,Resale,23300,53
7194,14004200000000.0,0.5015,"1946 ROCKLYN DR, BRUNSWICK, OH 44212",44212,41.222333,-81.82257299999999,15.14,Single Family Residence / Townhouse,HOUSE,1958,864,1.0,3,63000,2018-08-27,Resale,21000,73
4829,15087600000000.0,0.2872,"1644 ARTMAN AVE, AKRON, OH 44313",44313,41.100487,-81.574128,27.55,Single Family Residence / Townhouse,HOUSE,1928,1536,1.0,3,117000,2018-08-27,Resale,39000,76
9063,1892220000000.0,0.3586,"7394 CHERRY HILL LN # 21, BROADVIEW HEIGHTS,OH 44147",44147,41.311442,-81.67679,12.71,Single Family Residence / Townhouse,RESIDENTIAL,1997,3040,3.0,3,316100,2018-08-27,Resale,105367,104
1356,18251400000000.0,0.3375,"6777 SALERNO ST NW, CANTON, OH 44718",44718,40.867871,-81.475477,44.11,Single Family Residence / Townhouse,HOUSE,1989,2472,3.0,4,292000,2018-08-27,Resale,73000,114
9986,18352400000000.0,0.2094,"1278 WALTON DR, AKRON, OH 44313",44313,41.117163,-81.56021,26.97,Single Family Residence / Townhouse,RESIDENTIAL,1956,1170,2.0,3,119500,2018-08-24,Resale,39833,102
9102,25098100000000.0,0.132,"12328 EDGEBROOK DR, STRONGSVILLE, OH 44149",44149,41.31377,-81.85554,8.76,Single Family Residence / Townhouse,RESIDENTIAL,2015,2904,3.0,4,375000,2018-08-24,Resale,93750,129
8278,531194000000.0,0.24100000000000002,"19178 MISTY LAKE DR, STRONGSVILLE, OH 44136",44136,41.280266,-81.81821500000001,11.2,Single Family Residence / Townhouse,RESIDENTIAL,1978,2973,3.0,4,279900,2018-08-23,Resale,69975,94
8305,4427440000000.0,0.32,"20614 CASTLEMAINE CIR, STRONGSVILLE, OH 44149",44149,41.281549,-81.851905,10.98,Single Family Residence / Townhouse,RESIDENTIAL,1997,3893,3.0,4,300000,2018-08-23,Resale,75000,77
3708,5358490000000.0,0.1102,"2591 SHELBURN AVE, AKRON, OH 44312",44312,41.051973,-81.436226,34.44,Single Family Residence / Townhouse,RESIDENTIAL,1921,1080,1.0,3,15000,2018-08-23,Resale,5000,14
4391,1130330000000.0,0.2603,"4330 ORMOND DR, NEW FRANKLIN, OH 44319",44319,40.976423,-81.537542,35.96,Single Family Residence / Townhouse,RESIDENTIAL,1957,1218,1.0,2,330000,2018-08-22,Resale,165000,271
5449,14922600000000.0,0.1377,"295 E FORD AVE, BARBERTON, OH 44203",44203,41.011387,-81.59499699999999,32.49,Single Family Residence / Townhouse,RESIDENTIAL,1930,1248,2.0,3,70500,2018-08-22,Resale,23500,56
8973,1992600000000.0,0.1377,"738 ELMA ST, AKRON, OH 44310",44310,41.105616999999995,-81.509844,29.15,Single Family Residence / Townhouse,RESIDENTIAL,1909,1456,1.0,3,48000,2018-08-22,Resale,16000,30
3202,3695550000000.0,1.5,"12155 FULTON RD, MARSHALLVILLE, OH 44645",44645,40.902035,-81.76120300000001,37.47,Single Family Residence / Townhouse,RESIDENTIAL,2000,1848,2.0,3,134500,2018-08-22,Resale,44833,73
6142,7567439153.0,0.1791,"1964 SPRINGFIELD LAKE BLVD, AKRON, OH 44312",44312,41.0316,-81.455997,34.93,Single Family Residence / Townhouse,RESIDENTIAL,1995,1678,3.0,3,197000,2018-08-22,Resale,65667,117
2944,18255300000000.0,0.3097,"5835 SHETLAND CIR NE, CANTON, OH 44721",44721,40.865184,-81.360499,47.24,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1996,2480,3.0,4,242000,2018-08-21,Resale,60500,98
6340,18262800000000.0,0.1171,"1132 REED AVE, AKRON, OH 44306",44306,41.042653,-81.485912,33.41,Single Family Residence / Townhouse,RESIDENTIAL,1943,624,1.0,2,33000,2018-08-21,Resale,16500,53
771,4412140000000.0,0.28,"722 QUINBY AVE, WOOSTER, OH 44691",44691,40.806734999999996,-81.941377,44.0,Single Family Residence / Townhouse,RESIDENTIAL,1909,2084,1.0,4,184400,2018-08-20,Resale,46100,88
635,15299300000000.0,0.6187,"512 GENOA AVE NW, MASSILLON, OH 44646",44646,40.799136,-81.46463100000001,48.64,Single Family Residence / Townhouse,HOUSE,1952,1120,2.0,4,105000,2018-08-20,Resale,26250,94
9778,3693230000000.0,0.1863,"9576 SETON DR, OLMSTED TWP, OH 44138",44138,41.353146,-81.951932,8.01,Single Family Residence / Townhouse,RESIDENTIAL,2004,2172,3.0,4,240000,2018-08-20,Resale,60000,110
1950,14517300000000.0,0.3205,"8308 TETON CIR NW, MASSILLON, OH 44646",44646,40.838384000000005,-81.50603100000001,45.29,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1971,1144,2.0,3,170000,2018-08-17,Resale,56667,149
7619,196539000000.0,0.33,"4478 STONE CREEK DR, BRUNSWICK, OH 44212",44212,41.25475,-81.848548,12.83,Single Family Residence / Townhouse,HOUSE,1999,1589,2.0,2,233000,2018-08-17,Resale,116500,147
5597,2622640000000.0,0.1598,"1140 HANCOCK AVE, AKRON, OH 44314",44314,41.022894,-81.569132,32.35,Single Family Residence / Townhouse,RESIDENTIAL,1957,1016,2.0,3,82500,2018-08-17,Resale,27500,81
5809,18330100000000.0,0.3753,"1035 BURNTWOOD DR, MEDINA, OH 44256",44256,41.133857,-81.83945200000001,21.18,Single Family Residence / Townhouse,HOUSE,1984,1134,2.0,3,174000,2018-08-17,Resale,58000,153
8801,18263000000000.0,0.1722,"812 DAVIS ST, AKRON, OH 44310",44310,41.096346000000004,-81.49231999999999,30.22,Single Family Residence / Townhouse,RESIDENTIAL,1954,1176,1.0,3,76000,2018-08-17,Resale,25333,65
9877,372375000000.0,10.45,"4479 ROCK SPRING RD, RAVENNA, OH 44266",44266,41.111090999999995,-81.146102,43.17,Single Family Residence / Townhouse,RESIDENTIAL,1950,1827,1.0,3,183125,2018-08-17,Resale,61042,100
3977,92209039153.0,0.5755,"498 CEDARCREST DR, TALLMADGE, OH 44278",44278,41.070708,-81.42664,33.76,Single Family Residence / Townhouse,RESIDENTIAL,1981,1996,3.0,4,223500,2018-08-16,Resale,55875,117
9643,18226400000000.0,0.4598,"8980 LAUREL LN, CLEVELAND,OH 44133",44133,41.345387,-81.76835,7.85,Single Family Residence / Townhouse,RESIDENTIAL,1988,2589,3.0,4,269000,2018-08-16,Resale,67250,104
4146,1533340000000.0,0.5188,"3244 WRIGHT RD NW, UNIONTOWN, OH 44685",44685,40.939127,-81.403796,41.73,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1975,2122,2.0,3,195000,2018-08-16,Resale,65000,92
9498,121262000000.0,0.321,"8241 AUGUSTA LN, NORTHFIELD, OH 44067",44067,41.338297,-81.544007,17.44,Single Family Residence / Townhouse,RESIDENTIAL,1998,2194,3.0,4,254500,2018-08-16,Resale,63625,118
4190,14846100000000.0,0.4798,"346 CENTER RD, NEW FRANKLIN, OH 44319",44319,40.949811,-81.546211,37.41,Single Family Residence / Townhouse,RESIDENTIAL,1967,1196,2.0,3,143000,2018-08-16,Resale,47667,120
3894,3691510000000.0,0.3114,"120 MALACCA ST, AKRON, OH 44305",44305,41.065737,-81.456122,33.05,Single Family Residence / Townhouse,RESIDENTIAL,1952,780,1.0,2,54900,2018-08-16,Resale,27450,70
1704,18202300000000.0,0.3271,"2921 CHADWICK ST NW, MASSILLON, OH 44646",44646,40.817217,-81.47770200000001,47.23,Single Family Residence / Townhouse,HOUSE,1972,2054,3.0,4,172000,2018-08-15,Resale,43000,82
3379,866193000000.0,0.1102,"308 CLINTON AVE, AKRON, OH 44301",44301,41.03394,-81.515757,33.06,Single Family Residence / Townhouse,RESIDENTIAL,1928,1584,1.0,3,128800,2018-08-15,Resale,42933,81
1123,18250800000000.0,0.1653,"3725 ARNOLD AVE NW, CANTON, OH 44709",44709,40.839462,-81.383144,48.13,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1946,1447,2.0,3,77600,2018-08-15,Resale,25867,54
2357,18271900000000.0,0.0689,"209 CLOVER ST, RITTMAN, OH 44270",44270,40.973833,-81.787617,32.39,Single Family Residence / Townhouse,RESIDENTIAL,1985,0,0.0,0,50000,2018-08-15,REO (Transfer to Lender),0,0
4046,18331100000000.0,1.0,"7176 CHIPPEWA RD, MEDINA, OH 44256",44256,41.075157,-81.941665,25.67,Single Family Residence / Townhouse,HOUSE,1969,1320,2.0,3,159900,2018-08-15,Resale,53300,121
9,18271400000000.0,0.433,"4361 KIDRON RD, KIDRON, OH 44636",44636,40.74184,-81.74515,48.54,Single Family Residence / Townhouse,RESIDENTIAL,1928,1775,2.0,2,65000,2018-08-14,Resale,32500,37
3291,746725000000.0,0.0744,"1274 SEVILLA AVE, AKRON, OH 44314",44314,41.029382,-81.574744,31.82,Single Family Residence / Townhouse,RESIDENTIAL,1928,784,1.0,2,34900,2018-08-14,Resale,17450,45
1940,14177900000000.0,0.1653,"2001 36TH ST NW, CANTON, OH 44709",44709,40.838217,-81.39221500000001,47.97,Single Family Residence / Townhouse,HOUSE,1949,1623,2.0,3,135000,2018-08-14,Resale,45000,83
3183,24647000000000.0,0.1091,"341 ALEXIS LN, CANAL FULTON, OH 44614",44614,40.899387,-81.599935,39.58,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2018,1732,2.0,3,289200,2018-08-14,New Construction,0,0
1242,14058400000000.0,0.4132,"8531 YORKSHIRE ST NW, MASSILLON, OH 44646",44646,40.852134,-81.509125,44.36,Single Family Residence / Townhouse,HOUSE,1998,2435,4.0,4,150800,2018-08-13,Nominal - Non/Arms Length Sale,37700,62
157,423496000000.0,0.2893,"331 21ST ST NW, MASSILLON, OH 44647",44647,40.79407,-81.54834100000001,47.33,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1923,780,1.0,2,35000,2018-08-13,Resale,17500,45
778,2310860000000.0,0.1113,"3141 10TH ST NW, CANTON, OH 44708",44708,40.808308000000004,-81.409906,49.33,Single Family Residence / Townhouse,HOUSE,1925,1300,1.0,3,89900,2018-08-13,Resale,29967,69
814,2030380000000.0,0.1041,"1331 LOUISIANA AVE NW, CANTON, OH 44703",44703,40.812276000000004,-81.381419,49.81,Single Family Residence / Townhouse,HOUSE,1908,1252,2.0,2,19900,2018-08-10,Resale,9950,16
1646,200411000000.0,0.1339,"1507 RIDGE RD NW, CANTON, OH 44703",44703,40.812925,-81.39047099999999,49.54,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1922,1872,2.0,4,101000,2018-08-10,Resale,25250,54
9430,1431920000000.0,0.069,"10560 KETTERING OVAL, STRONGSVILLE, OH 44136",44136,41.334005,-81.808612,7.68,Single Family Residence / Townhouse,RESIDENTIAL,1987,1770,2.0,2,163000,2018-08-10,Resale,81500,92
5971,5471580000000.0,0.1377,"2447 11TH ST, CUYAHOGA FALLS, OH 44221",44221,41.14137,-81.496346,27.7,Single Family Residence / Townhouse,RESIDENTIAL,1956,884,1.0,2,113000,2018-08-10,Resale,56500,128
5328,1938100000000.0,0.4855,"2524 MAYFAIR RD, AKRON, OH 44312",44312,40.992962,-81.460504,36.99,Single Family Residence / Townhouse,RESIDENTIAL,1954,1372,3.0,3,164900,2018-08-10,Resale,82450,181
6158,18246400000000.0,2.04,"4229 WATERLOO RD, ATWATER, OH 44201",44201,41.032938,-81.240341,42.46,Single Family Residence / Townhouse,RESIDENTIAL,1953,1305,2.0,3,140000,2018-08-10,Resale,46667,107
703,18253300000000.0,0.4339,"2326 WAGON TRAIL ST NE, MASSILLON, OH 44646",44646,40.803971000000004,-81.49069,47.79,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1969,1944,2.0,3,194000,2018-08-10,Resale,64667,100
5155,18263700000000.0,0.2909,"55 OVERWOOD RD, AKRON, OH 44313",44313,41.119692,-81.589087,26.01,Single Family Residence / Townhouse,RESIDENTIAL,1936,3368,3.0,4,315000,2018-08-10,Resale,78750,94
7201,4692170000000.0,0.4469,"5791 SUNSET DR, HUDSON, OH 44236",44236,41.221028000000004,-81.431397,26.57,Single Family Residence / Townhouse,RESIDENTIAL,1968,2360,3.0,4,324000,2018-08-10,Resale,81000,155
3055,18342000000000.0,0.1643,"1308 VALLEY DR NW, NORTH CANTON, OH 44720",44720,40.881161,-81.41931,44.69,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1959,960,1.0,3,106500,2018-08-09,Resale,35500,111
3505,15281300000000.0,0.1741,"1513 THORNAPPLE AVE, AKRON, OH 44301",44301,41.041447,-81.51974200000001,32.51,Single Family Residence / Townhouse,RESIDENTIAL,1937,2464,3.0,4,66000,2018-08-09,REO (Transfer to Lender),16500,27
5389,3698010000000.0,0.1093,"422 SPRUCE ST, BARBERTON, OH 44203",44203,41.000468,-81.585758,33.37,Single Family Residence / Townhouse,RESIDENTIAL,2004,1368,2.0,3,145000,2018-08-08,Resale,48333,106
4523,2171550000000.0,0.155,"590 MADISON AVE, AKRON, OH 44320",44320,41.081916,-81.550894,29.27,Single Family Residence / Townhouse,RESIDENTIAL,1916,1471,1.0,3,27500,2018-08-08,Resale,9167,19
5148,1641400000000.0,0.3567,"645 WAVERLY CIR, COPLEY, OH 44321",44321,41.119242,-81.66865,24.13,Single Family Residence / Townhouse,RESIDENTIAL,1996,3172,3.0,4,345000,2018-08-08,Resale,86250,114
1116,1688100000000.0,0.2443,"340 37TH ST NW, CANTON, OH 44709",44709,40.838260999999996,-81.370334,48.55,Single Family Residence / Townhouse,HOUSE,1946,1320,3.0,3,148900,2018-08-08,Resale,49633,113
6444,18340700000000.0,0.1664,"2538 WOODMERE AVE, AKRON, OH 44312",44312,41.047159,-81.439195,34.6,Single Family Residence / Townhouse,RESIDENTIAL,1940,860,1.0,2,86500,2018-08-08,Resale,43250,101
8271,4438820000000.0,0.24100000000000002,"16693 CURRIER DR, STRONGSVILLE, OH 44136",44136,41.279872999999995,-81.816574,11.24,Single Family Residence / Townhouse,RESIDENTIAL,1978,2464,3.0,4,240000,2018-08-07,Resale,60000,97
9776,5258180000000.0,0.44,"13901 BENNINGTON BLVD, MIDDLEBURG HEIGHTS,OH 44130",44130,41.352722,-81.79336500000001,6.77,Single Family Residence / Townhouse,RESIDENTIAL,1973,2780,3.0,4,239800,2018-08-06,Resale,59950,86
6566,14926800000000.0,1.0,"4449 ERHART RD, MEDINA, OH 44256",44256,41.152373,-81.974847,20.92,Single Family Residence / Townhouse,HOUSE,1965,1144,2.0,3,90000,2018-08-06,Resale,30000,79
7273,4676820000000.0,0.8612,"6333 HARDWICK WAY, HUDSON, OH 44236",44236,41.230951,-81.39308100000001,27.86,Single Family Residence / Townhouse,RESIDENTIAL,1996,4254,4.0,4,570000,2018-08-03,Resale,142500,157
1052,18271900000000.0,15.025,"2847 N GEYERS CHAPEL RD, WOOSTER, OH 44691",44691,40.832156,-81.896621,42.06,Single Family Residence / Townhouse,RESIDENTIAL,1880,2858,2.0,5,300000,2018-08-03,Resale,60000,105
8988,3288390000000.0,0.4362,"661 WOODLAND DR, TALLMADGE, OH 44278",44278,41.105839,-81.423047,32.1,Single Family Residence / Townhouse,RESIDENTIAL,1962,1944,2.0,4,134500,2018-08-03,Resale,33625,69
8334,1399440000000.0,1.48,"5457 MENNONITE RD, MANTUA, OH 44255",44255,41.284074,-81.195352,35.75,Single Family Residence / Townhouse,RESIDENTIAL,1960,1066,1.0,3,95000,2018-08-03,Resale,31667,89
1443,18255300000000.0,0.3903,"6776 BIG SPRING AVE NE, CANTON, OH 44721",44721,40.878671000000004,-81.337356,47.13,Single Family Residence / Townhouse,HOUSE,1987,2264,3.0,4,189900,2018-08-03,Resale,47475,84
643,4422339151.0,0.1139,"141 COLUMBUS AVE NW, CANTON, OH 44708",44708,40.800365,-81.402749,49.99,Single Family Residence / Townhouse,HOUSE,1916,1396,3.0,3,32000,2018-08-03,REO (Transfer to Lender),10667,23
3801,18263700000000.0,0.2167,"890 MORSE ST, AKRON, OH 44314",44314,41.058481,-81.561821,30.37,Single Family Residence / Townhouse,RESIDENTIAL,1959,1347,1.0,3,56000,2018-08-03,Resale,18667,42
4909,2105200000000.0,0.1539,"788 AVON ST, AKRON, OH 44310",44310,41.106869,-81.512652,29.0,Single Family Residence / Townhouse,RESIDENTIAL,1919,2100,2.0,3,49500,2018-08-03,Resale,16500,24
9441,18228600000000.0,0.5928,"3370 RIDGE PARK DR, BROADVIEW HEIGHTS, OH 44147",44147,41.334854,-81.667918,11.99,Single Family Residence / Townhouse,RESIDENTIAL,1978,1988,3.0,4,270000,2018-08-02,Resale,67500,136
869,24805100000000.0,0.2595,"2615 BLUE ASH AVE NW, CANTON, OH 44708",44708,40.816140000000004,-81.43494,48.25,Single Family Residence / Townhouse,HOUSE,2014,2384,4.0,4,272500,2018-08-02,Resale,68125,114
3763,20506500000000.0,0.1446,"235 HILBISH AVE, AKRON, OH 44312",44312,41.055434000000005,-81.453376,33.7,Single Family Residence / Townhouse,RESIDENTIAL,1954,1064,1.0,2,100000,2018-08-02,Resale,50000,94
6168,2509400000000.0,0.1165,"360 LOCKWOOD ST, AKRON, OH 44314",44314,41.033413,-81.539762,32.44,Single Family Residence / Townhouse,RESIDENTIAL,1950,952,1.0,2,44900,2018-08-02,Resale,22450,47
6479,18265200000000.0,0.155,"1895 2ND ST SW, AKRON, OH 44314",44314,41.048984000000004,-81.545381,31.37,Single Family Residence / Townhouse,RESIDENTIAL,2000,1092,2.0,3,40000,2018-08-01,Resale,13333,37
7981,2393840000000.0,0.0413,"481 BLANCHE CT, AKRON, OH 44311",44311,41.067714,-81.507805,31.33,Single Family Residence / Townhouse,HOUSE,1919,886,1.0,3,24000,2018-08-01,Resale,8000,27
3300,2175270000000.0,0.6653,"3765 ALBERTA DR, NORTON, OH 44203",44203,41.030952,-81.652765,30.1,Single Family Residence / Townhouse,RESIDENTIAL,1954,1142,1.0,3,50000,2018-08-01,Resale,16667,44
9560,18257600000000.0,0.97,"9441 N BEDFORD RD, MACEDONIA, OH 44056",44056,41.340714,-81.50879300000001,19.07,Single Family Residence / Townhouse,RESIDENTIAL,1970,1075,2.0,3,45000,2018-08-01,Resale,15000,42
6299,18262100000000.0,0.1951,"462 FRITSCH AVE, AKRON, OH 44312",44312,41.040859999999995,-81.419246,35.59,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,79275,2018-08-01,Resale,0,0
8579,4431830000000.0,0.259,"15045 OLD OAK DR, STRONGSVILLE, OH 44149",44149,41.305696000000005,-81.86071,9.33,Single Family Residence / Townhouse,RESIDENTIAL,2002,3023,3.0,4,379900,2018-07-31,Resale,94975,126
3227,63885539151.0,0.49,"3030 MOUNT PLEASANT ST NW, NORTH CANTON, OH 44720",44720,40.907655,-81.40146999999999,43.61,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1966,1092,2.0,3,115000,2018-07-31,Resale,38333,105
6103,4133470000000.0,0.1942,"2800 NORMA ST, CUYAHOGA FALLS, OH 44223",44223,41.149232,-81.503101,27.06,Single Family Residence / Townhouse,RESIDENTIAL,1958,1314,2.0,3,96000,2018-07-31,Resale,32000,73
9437,18227300000000.0,0.5327,"4903 PRINCETON DR, NORTH ROYALTON, OH 44133",44133,41.334879,-81.721417,9.93,Single Family Residence / Townhouse,RESIDENTIAL,1989,2384,3.0,4,309000,2018-07-31,Resale,77250,130
2923,4988520000000.0,0.3409,"5491 WILLA ST NE, LOUISVILLE, OH 44641",44641,40.859747999999996,-81.295677,49.46,Single Family Residence / Townhouse,HOUSE,1999,2184,3.0,4,204900,2018-07-31,Resale,51225,94
3879,15558000000000.0,0.2409,"661 ALLYN ST, AKRON, OH 44311",44311,41.064555,-81.513307,31.35,Single Family Residence / Townhouse,RESIDENTIAL,1889,1252,2.0,4,62000,2018-07-31,Resale,20667,50
9665,477075000000.0,0.5142,"8245 TILBY RD, NORTH ROYALTON, OH 44133",44133,41.346544,-81.747449,8.43,Single Family Residence / Townhouse,RESIDENTIAL,1957,1134,1.0,3,165500,2018-07-31,Resale,55167,146
6264,1953500000000.0,0.0882,"1288 KENTUCKY AVE, AKRON, OH 44314",44314,41.038764,-81.57390600000001,31.26,Single Family Residence / Townhouse,RESIDENTIAL,1919,1298,1.0,3,180000,2018-07-31,Resale,60000,139
3384,14081600000000.0,0.3029,"408 DOHNER DR, WADSWORTH, OH 44281",44281,41.033274,-81.722143,28.9,Single Family Residence / Townhouse,HOUSE,1965,1892,2.0,4,170100,2018-07-27,Resale,42525,90
7758,4108960000000.0,5.0,"14902 WHEELER RD, LAGRANGE, OH 44050",44050,41.26898,-82.10083399999999,17.59,Single Family Residence / Townhouse,HOUSE,1957,988,1.0,3,148500,2018-07-27,Resale,49500,150
8779,18279500000000.0,0.0678,"1254 MEADOW RUN, COPLEY, OH 44321",44321,41.093617,-81.61599,26.89,Single Family Residence / Townhouse,RESIDENTIAL,2004,1037,3.0,2,125900,2018-07-27,Resale,62950,126
2981,18252800000000.0,0.3581,"7397 EASTON ST, LOUISVILLE, OH 44641",44641,40.872305,-81.260177,49.88,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1957,2172,3.0,3,1000,2018-07-27,Resale,333,0
9046,15085100000000.0,0.4591,"225 E PIONEER TRL, AURORA, OH 44202",44202,41.310651,-81.338306,28.11,Single Family Residence / Townhouse,RESIDENTIAL,1953,1992,2.0,3,215000,2018-07-27,Resale,71667,108
4430,925948000000.0,0.0918,"417 KIRK AVE, NEW FRANKLIN, OH 44319",44319,40.982467,-81.535005,35.65,Single Family Residence / Townhouse,RESIDENTIAL,1932,916,1.0,2,117500,2018-07-27,Resale,58750,153
8139,3707880000000.0,1.083,"3414 WOODS TRL, KENT, OH 44240",44240,41.079588,-81.365584,35.49,Single Family Residence / Townhouse,RESIDENTIAL,2005,3284,4.0,5,113000,2018-07-26,Resale,37667,38
3083,14178200000000.0,0.2726,"1828 LOCUST ST S, CANAL FULTON, OH 44614",44614,40.88344,-81.57895400000001,40.99,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1980,1794,1.0,3,135000,2018-07-26,Resale,45000,75
4661,2218020000000.0,0.1997,"1758 DELIA AVE, AKRON, OH 44320",44320,41.091824,-81.579605,27.91,Single Family Residence / Townhouse,RESIDENTIAL,1956,1040,1.0,3,40000,2018-07-26,Resale,13333,38
9349,4720780000000.0,0.3068,"9795 BURTON DR, TWINSBURG, OH 44087",44087,41.329584000000004,-81.423082,23.52,Single Family Residence / Townhouse,RESIDENTIAL,1996,2416,3.0,4,30000,2018-07-26,Resale,7500,11
3921,1904490000000.0,0.0468,"279 CROSS ST, AKRON, OH 44311",44311,41.067617,-81.515982,31.1,Single Family Residence / Townhouse,RESIDENTIAL,1904,1461,1.0,4,20300,2018-07-25,Nominal - Non/Arms Length Sale,6767,14
2344,14247800000000.0,0.2755,"3368 LULLABY LN, NEW FRANKLIN, OH 44216",44216,40.973017,-81.646141,33.99,Single Family Residence / Townhouse,RESIDENTIAL,1965,1560,1.0,3,75000,2018-07-25,REO (Transfer to Lender),25000,48
8008,84044539153.0,0.1074,"370 SULLIVAN AVE, AKRON, OH 44305",44305,41.069233000000004,-81.45066700000001,33.04,Single Family Residence / Townhouse,RESIDENTIAL,1929,924,1.0,3,64900,2018-07-24,Resale,21633,70
9260,18260200000000.0,0.4591,"1262 SHEPARD HILLS BLVD, MACEDONIA, OH 44056",44056,41.323959,-81.49052900000001,20.39,Single Family Residence / Townhouse,RESIDENTIAL,1953,1260,2.0,3,154000,2018-07-24,Resale,51333,121
2023,1386490000000.0,0.1377,"4627 PACKARD AVE NW, CANTON, OH 44709",44709,40.848971,-81.395392,47.24,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1962,936,2.0,3,90000,2018-07-23,Resale,30000,96
7982,18263900000000.0,0.4694,"1230 GROVEWOOD DR, TALLMADGE, OH 44278",44278,41.067718,-81.426961,33.91,Single Family Residence / Townhouse,RESIDENTIAL,1995,1752,3.0,3,187375,2018-07-23,Resale,62458,110
8758,4680150000000.0,0.6351,"1516 CRUSADE DR, COPLEY, OH 44321",44321,41.093218,-81.62535799999999,26.7,Single Family Residence / Townhouse,RESIDENTIAL,1962,1306,2.0,3,76600,2018-07-23,REO (Transfer to Lender),25533,59
9649,4687270000000.0,0.1942,"9106 JEFFERSON DR, NORTHFIELD, OH 44067",44067,41.345594,-81.536204,17.62,Single Family Residence / Townhouse,RESIDENTIAL,1965,1488,2.0,3,172000,2018-07-23,Resale,57333,121
3566,3718320000000.0,0.124,"634 ESSEX ST, AKRON, OH 44306",44306,41.044562,-81.46764499999999,33.85,Single Family Residence / Townhouse,HOUSE,1942,1456,2.0,3,80500,2018-07-23,Resale,26833,56
