,street_1,city,state,zip,sale_price,date,latitude,longitude
5690,4885 ENTERPRISE PKWY,Seville,OH,44273,309000,2008-03-28,41.02828,-81.87779
5691,210 HIGH ST,Wadsworth,OH,44281,1169231,2006-08-11,41.029078000000005,-81.72985200000001
5692,88 MITCHELL ST,Barberton,OH,44203,80000,2010-07-09,41.029693,-81.59261500000001
5693,3785 WOODGLEN AVE,Norton,OH,44203,235000,2016-07-22,41.0294,-81.62618
5694,1481 BANK ST,Atwater,OH,44201,171100,2006-03-24,41.028822999999996,-81.164302
5695,1910 HIGHVIEW AVE,Akron,OH,44301,103000,2005-07-29,41.029635999999996,-81.506852
5696,8923 HUBBARD VALLEY RD,Seville,OH,44273,50000,2008-08-11,41.029948,-81.849089
5697,746 HIDDEN VALLEY DR,Wadsworth,OH,44281,233000,2018-06-15,41.030011,-81.752821
5698,309 WADSWORTH RD,Wadsworth,OH,44281,189000,2008-02-08,41.029796000000005,-81.758297
5699,100 S MARKET ST,Lodi,OH,44254,94500,2006-12-14,41.030133,-82.011234
5700,249 HIGH ST,Wadsworth,OH,44281,100000,2011-03-07,41.030203,-81.729488
5701,BOUGHTONVILLE RD,Greenwich,OH,44837,681700,2018-12-04,41.029801,-82.516511
5702,2566 SHORT WAY,Akron,OH,44312,57000,2017-06-20,41.030338,-81.433777
5703,1540 WHITEHALL DR,Mogadore,OH,44260,132000,2016-08-26,41.030398,-81.32511
5704,730 N SUMMIT ST,Barberton,OH,44203,79579,2014-09-05,41.030409999999996,-81.59142
5705,295 WAVERLY AVE,Wadsworth,OH,44281,80000,2007-10-31,41.030458,-81.743843
5706,3779 BROOKSIDE DR,Norton,OH,44203,133000,2008-09-26,41.030784999999995,-81.650605
5707,747 SAINT CLAIR AVE,Barberton,OH,44203,78800,2011-06-16,41.030784999999995,-81.59323499999999
5708,1158 W PARK WAY,Akron,OH,44312,260000,2017-05-09,41.030260999999996,-81.435372
5709,3799 BIRCHBARK AVE,Norton,OH,44203,241315,2007-08-02,41.029808,-81.624608
5710,183 WEST ST,Wadsworth,OH,44281,25000,2015-06-09,41.030956,-81.736788
5711,43 TILTON ST,Greenwich,OH,44837,69000,2011-07-14,41.030967,-82.510777
5712,3811 LANE RD,Greenwich,OH,44837,325000,2018-08-30,41.030505,-82.54544200000001
5713,308 WINDFALL LN,Wadsworth,OH,44281,186000,2015-07-31,41.03051,-81.71323000000001
5714,325 HIGH POINT DR,Wadsworth,OH,44281,209000,2015-10-22,41.030530999999996,-81.711726
5715,1391 US HIGHWAY 224,Plymouth,OH,44865,8000,2015-04-30,41.031192,-82.632356
5716,8873 FRIENDSVILLE RD,Lodi,OH,44254,265500,2011-07-08,41.030859,-81.966082
5717,30 W HIRAM ST,Barberton,OH,44203,36000,2017-08-15,41.031303,-81.590526
5718,2037 SYCAMORE ST,Akron,OH,44301,28000,2010-05-21,41.031331,-81.529124
5719,115 STEVENSON DR,Wadsworth,OH,44281,138000,2019-04-30,41.030183,-81.730488
5720,1218 TAMPA AVE,Akron,OH,44314,40000,2007-08-31,41.031591,-81.572581
5721,214 E LINWOOD AVE,Akron,OH,44301,99900,2015-11-17,41.031591999999996,-81.518733
5722,40 W LINWOOD AVE,Akron,OH,44301,63000,2018-12-07,41.031675,-81.528335
5723,33 N RAILROAD ST,Greenwich,OH,44837,42000,2011-10-26,41.031738,-82.517363
5724,1828 BROWN ST,Akron,OH,44301,80000,2015-09-03,41.031827,-81.510692
5725,2448 CHRISTENSEN AVE,Akron,OH,44314,32215,2014-07-29,41.031856,-81.540374
5726,2841 RIVIERA DR STE 200,Fairlawn,OH,44333,891000,2010-04-01,41.127774,-81.612073
5727,972 ATWOOD DR,Tallmadge,OH,44278,144000,2016-06-27,41.127784000000005,-81.399041
5728,2446 CHESTNUT BLVD,Cuyahoga Falls,OH,44223,122000,2017-09-29,41.129540999999996,-81.512149
5729,705 OAK ST,Medina,OH,44256,53334,2009-07-29,41.128836,-81.87554200000001
5730,495 ARBOR FALLS DR,Wadsworth,OH,44281,250000,2011-05-12,41.128838,-81.703327
5731,4117 E SMITH RD,Medina,OH,44256,20000,2018-06-22,41.129754,-81.835176
5732,1778 ISSAQUAH ST,Cuyahoga Falls,OH,44221,169900,2014-08-05,41.129792,-81.453365
5733,1008 BUNKER DR APT 101,Fairlawn,OH,44333,130000,2017-02-16,41.128933,-81.62783
5734,1728 19TH ST,Cuyahoga Falls,OH,44223,124000,2007-04-10,41.12985,-81.505838
5735,1291 HILTON DR,Akron,OH,44313,92000,2005-06-10,41.129946000000004,-81.554579
5736,1947 TUDOR ST,Cuyahoga Falls,OH,44221,96500,2008-08-01,41.129974,-81.47020699999999
5737,610 CANTERBURY LN # E-10,Medina,OH,44256,46000,2014-05-09,41.129995,-81.866313
5738,1724 WILLIAMS ST,Cuyahoga Falls,OH,44221,86600,2008-02-08,41.129127000000004,-81.479198
5739,530 TALLMADGE RD,Cuyahoga Falls,OH,44221,76000,2018-01-10,41.130031,-81.476015
5740,530 FAIRHILL DR,Akron,OH,44313,135255,2019-04-16,41.129226,-81.580837
5741,5382 RUSTIC HILLS DR,Medina,OH,44256,315000,2009-06-09,41.129246,-81.80396800000001
5742,5217 GLENMOORE WAY,Medina,OH,44256,230000,2007-12-20,41.129343,-81.833401
5743,3009 W MARKET ST,Fairlawn,OH,44333,7050000,2009-03-02,41.128626000000004,-81.610598
5744,2519 CHESTNUT BLVD,Cuyahoga Falls,OH,44223,85000,2015-03-03,41.130502,-81.51302
5745,416 W PARK BLVD,Medina,OH,44256,116000,2016-02-09,41.128687,-81.872991
5746,292 CANTERBURY LN # A-25,Medina,OH,44256,53000,2012-02-21,41.130676,-81.867777
5747,1961 VICTORIA ST,Cuyahoga Falls,OH,44221,105000,2017-04-14,41.130687,-81.471086
5748,2040 SKYVIEW LN,Kent,OH,44240,181000,2017-04-21,41.130763,-81.31888199999999
5749,218 MISTY LN,Copley,OH,44321,250000,2011-05-20,41.129801,-81.676748
5750,1963 SEARL ST,Cuyahoga Falls,OH,44221,64450,2015-05-22,41.130811,-81.471994
5751,5300 BEACH RD,Medina,OH,44256,70000,2016-09-09,41.130821000000005,-81.756086
5752,250 PEMBROKE RD,Fairlawn,OH,44333,157500,2006-03-17,41.129855,-81.599828
5753,1777 17TH ST,Cuyahoga Falls,OH,44223,99999,2015-08-21,41.130873,-81.502785
5754,405 SANDHURST RD,Akron,OH,44333,41000,2017-05-12,41.130983,-81.594433
5755,153 TECUMSEH LN,Copley,OH,44321,141000,2015-06-01,41.13008,-81.659418
5756,1708 SACKETT AVE,Cuyahoga Falls,OH,44223,102000,2009-07-10,41.131083000000004,-81.50330699999999
5757,188 CANTERBURY LN # E-32,Medina,OH,44256,52500,2014-08-29,41.13112,-81.867791
5758,199 S HAMETOWN RD,Copley,OH,44321,141000,2016-12-01,41.130276,-81.667559
5759,1012 BUNKER DR APT 302,Fairlawn,OH,44333,110000,2015-09-25,41.130326000000004,-81.628381
5760,2545 THURMONT RD,Akron,OH,44313,137540,2018-02-15,41.129306,-81.583435
5761,1507 SACKETT AVE,Cuyahoga Falls,OH,44223,49715,2013-09-12,41.131329,-81.501305
5762,12177 LOVERS LANE RD,Spencer,OH,44275,165000,2013-01-03,41.129604,-82.138601
5763,1086 TERRELL DR,Akron,OH,44313,79000,2007-02-28,41.131564000000004,-81.55252800000001
5764,501 PERU CENTER RD S,Monroeville,OH,44847,143000,2009-08-21,41.130881,-82.68693499999999
5765,1819 21ST ST,Cuyahoga Falls,OH,44223,67000,2018-06-08,41.131653,-81.507244
5766,1967 SEARL ST,Cuyahoga Falls,OH,44221,95000,2012-01-06,41.130953000000005,-81.471992
5767,1845 OLYMPIC ST,Cuyahoga Falls,OH,44221,55000,2010-05-20,41.131741999999996,-81.460324
5768,3445 S SMITH RD,Fairlawn,OH,44333,190000,2018-05-17,41.131854,-81.62651899999999
5769,55 MERZ BLVD UNIT A,Fairlawn,OH,44333,990000,2012-05-11,41.130974,-81.612459
5770,1833 STATE RD,Cuyahoga Falls,OH,44223,350000,2007-02-12,41.131894,-81.508284
5771,282 ALEXANDER CT,Copley,OH,44321,355000,2009-02-11,41.131077000000005,-81.67326
5772,1033 LANCASTER DR,Medina,OH,44256,190000,2009-03-04,41.131175,-81.84095
5773,291 STRATFORD RD,Fairlawn,OH,44333,126900,2019-01-07,41.131181,-81.59850300000001
5774,1839 14TH ST,Cuyahoga Falls,OH,44223,105000,2017-12-28,41.132073999999996,-81.49994699999999
5775,998 LANCASTER DR,Medina,OH,44256,160000,2006-07-28,41.131240999999996,-81.842152
5776,1898 LANCASTER ST,Cuyahoga Falls,OH,44221,75000,2014-08-05,41.132127000000004,-81.467384
5777,262 ALEXANDER CT,Copley,OH,44321,347765,2006-04-10,41.131266,-81.67325799999999
5778,3405 S SMITH RD,Fairlawn,OH,44333,223000,2012-11-19,41.130641,-81.626407
5779,1872 7TH ST,Cuyahoga Falls,OH,44221,100000,2010-10-22,41.132492,-81.491922
5780,3406 S SMITH RD,Fairlawn,OH,44333,154000,2010-09-30,41.1307,-81.62677
5781,5203 CLINE RD # B,Kent,OH,44240,126000,2016-12-13,41.131484,-81.316568
5782,171 COURT DR APT 206,Fairlawn,OH,44333,155000,2006-07-05,41.131887,-81.628349
5783,2785 SAND RUN PKWY,Fairlawn,OH,44333,151000,2010-03-22,41.132689,-81.609369
5784,1088 ELLSWORTH DR,Akron,OH,44313,45999,2016-08-30,41.132703,-81.552801
5785,1965 HIGH ST,Cuyahoga Falls,OH,44221,101000,2005-02-16,41.132087,-81.473318
5786,227 GRANT ST,Medina,OH,44256,127500,2018-06-25,41.131397,-81.861473
5787,1854 MAURICE ST,Cuyahoga Falls,OH,44221,104000,2013-04-15,41.131402,-81.46180600000001
5788,647 FALLS AVE,Cuyahoga Falls,OH,44221,62000,2015-07-02,41.132977000000004,-81.49108299999999
5789,1723 FALLS AVE,Cuyahoga Falls,OH,44223,134000,2016-03-25,41.133029,-81.503512
5790,1837 FALLS AVE,Cuyahoga Falls,OH,44223,132000,2018-12-19,41.133045,-81.505093
5791,1071 ENDICOTT DR,Akron,OH,44313,130000,2019-04-05,41.132725,-81.553608
5792,1068 ENDICOTT DR,Akron,OH,44313,102900,2017-04-10,41.132872,-81.553911
5793,1930 12TH ST,Cuyahoga Falls,OH,44223,114000,2016-11-15,41.133291,-81.497979
5794,195 HUNTER AVE,Munroe Falls,OH,44262,62000,2009-09-25,41.133294,-81.452267
5795,10 CIRCLE DR,Medina,OH,44256,150000,2008-09-24,41.132549,-81.869399
5796,5316 STATE ROUTE 225,Diamond,OH,44412,144000,2016-05-25,41.133528000000005,-81.05094799999999
5797,425 BROADWAY ST E,Cuyahoga Falls,OH,44221,72000,2012-07-31,41.133720000000004,-81.477584
5798,95 WESTWICK WAY,Copley,OH,44321,305290,2007-06-26,41.133235,-81.671936
5799,138 MILLSTREAM CT,Copley,OH,44321,357000,2016-09-01,41.133342,-81.673704
5800,906 CURTIS AVE,Cuyahoga Falls,OH,44221,63000,2016-02-19,41.133884,-81.469989
5801,5332 FAWN CIR,Kent,OH,44240,130000,2018-01-16,41.133435999999996,-81.306792
5802,4146 E NORMANDY PARK DR,Medina,OH,44256,138500,2016-12-01,41.133463,-81.798508
5803,ONEIDA PL,Akron,OH,44313,108500,2017-07-27,41.13289,-81.56532
5804,1941 18TH ST,Cuyahoga Falls,OH,44223,127900,2010-05-25,41.133693,-81.504126
5805,5342 TREEVIEW CIR,Kent,OH,44240,125000,2016-10-03,41.133792,-81.306413
5806,2030 STONE ST,Cuyahoga Falls,OH,44221,12000,2012-05-09,41.134395,-81.4777
5807,5336 STATE ROUTE 14,Ravenna,OH,44266,42000,2015-08-19,41.134409999999995,-81.193713
5808,1401 WATERS EDGE DR,Akron,OH,44313,165000,2008-10-10,41.133804,-81.546874
5809,1035 BURNTWOOD DR,Medina,OH,44256,174000,2018-08-17,41.133857,-81.83945200000001
5810,1940 7TH ST,Cuyahoga Falls,OH,44221,102000,2005-03-31,41.133941,-81.491915
5811,2437 BROAD BLVD # 2439,Cuyahoga Falls,OH,44223,121000,2016-09-01,41.134615999999994,-81.511504
5812,188 HUNTER AVE,Munroe Falls,OH,44262,163750,2015-04-06,41.133476,-81.451898
5813,1165 CURTIS AVE,Cuyahoga Falls,OH,44221,121500,2016-07-29,41.134658,-81.466876
5814,4122 E NORMANDY PARK DR,Medina,OH,44256,138000,2017-03-01,41.133499,-81.79851500000001
5815,1924 7TH ST,Cuyahoga Falls,OH,44221,117000,2013-11-26,41.133540999999994,-81.491917
5816,1305 CURTIS AVE,Cuyahoga Falls,OH,44221,59300,2015-09-10,41.134707,-81.464439
5817,740 MYRTLE AVE,Cuyahoga Falls,OH,44221,47000,2013-09-06,41.134777,-81.472365
5818,2506 BROAD BLVD # 2510,Cuyahoga Falls,OH,44223,152000,2015-09-30,41.134333000000005,-81.512051
5819,835 MYRTLE AVE,Cuyahoga Falls,OH,44221,100000,2017-05-02,41.135059000000005,-81.47103800000001
5820,2164 WOODPARK RD,Fairlawn,OH,44333,37400,2018-11-21,41.134456,-81.59625799999999
5821,264 BROKEN FENCE DR,Medina,OH,44256,172900,2006-03-06,41.13447,-81.837622
5822,2046 12TH ST,Cuyahoga Falls,OH,44223,104900,2016-03-03,41.135128,-81.497972
5823,3149 BENT OAK TRL,Ravenna,OH,44266,150000,2014-12-16,41.134485999999995,-81.279689
5824,2014 2ND ST,Cuyahoga Falls,OH,44221,425000,2014-12-01,41.134515,-81.48468100000001
5825,922 OLD FARM TRL,Medina,OH,44256,175000,2016-08-16,41.134174,-81.843728
5826,272 BROKEN FENCE DR,Medina,OH,44256,148500,2006-04-17,41.134246999999995,-81.837622
5827,126 FLIGHT MEMORIAL PKWY,Akron,OH,44333,1150000,2006-02-22,41.135014,-81.64336899999999
5828,STATE ROUTE 43,Kent,OH,44240,75000,2017-03-07,41.13515,-81.34291999999999
5829,2012 21ST ST,Cuyahoga Falls,OH,44223,150000,2008-10-01,41.135026,-81.507541
5830,4128 TIMBER RUN,Ravenna,OH,44266,125000,2010-03-19,41.135077,-81.24543
5831,243 DONALDSON DR,Munroe Falls,OH,44262,209900,2017-10-30,41.135145,-81.448678
5832,STATE ROUTE 43,Kent,OH,44240,400000,2014-07-24,41.13515,-81.34291999999999
5833,1019 BROAD BLVD,Cuyahoga Falls,OH,44221,199850,2018-05-29,41.134586999999996,-81.495746
5834,1339 BROAD BLVD,Cuyahoga Falls,OH,44223,143000,2014-06-30,41.134597,-81.499447
5835,MARTENEY,Kent,OH,44240,25000,2017-05-12,41.13515,-81.34291999999999
5836,3845 POPLAR LN,Kent,OH,44240,230200,2013-10-17,41.13515,-81.34291999999999
5837,3874 POPLAR LN,Kent,OH,44240,260500,2018-09-25,41.13515,-81.34291999999999
5838,GARRETT,Kent,OH,44240,63334,2013-03-22,41.13515,-81.34291999999999
5839,MASON AVE,Kent,OH,44240,63200,2015-04-08,41.13515,-81.34291999999999
5840,MOGADORE,Kent,OH,44240,275000,2008-02-28,41.13515,-81.34291999999999
5841,3RD,Kent,OH,44240,27300,2018-11-01,41.13515,-81.34291999999999
5842,2ND,Kent,OH,44240,285000,2019-05-02,41.13515,-81.34291999999999
5843,STATE ROUTE 43,Kent,OH,44240,250000,2018-12-10,41.13515,-81.34291999999999
5844,1700 S WATER ST,Kent,OH,44240,90000,2018-06-28,41.135253999999996,-81.354301
5845,2069 BAILEY RD,Cuyahoga Falls,OH,44221,58500,2013-06-05,41.135290000000005,-81.468195
5846,GOUGLER,Kent,OH,44240,161500,2019-03-26,41.13515,-81.34291999999999
5847,COLLEGE,Kent,OH,44240,235000,2011-07-28,41.13515,-81.34291999999999
5848,1096 MEDINA RD,Medina,OH,44256,22800,2014-05-21,41.135384,-81.726626
5849,4051 BAYBERRY KNOLL LN,Ravenna,OH,44266,173000,2005-11-03,41.135163,-81.247834
5850,3500 W MARKET ST STE 3,Fairlawn,OH,44333,225000,2014-11-25,41.135207,-81.62600400000001
5851,2023 21ST ST,Cuyahoga Falls,OH,44223,133000,2005-04-28,41.135217,-81.507173
5852,137 GAME DR,Munroe Falls,OH,44262,52850,2005-01-28,41.135704,-81.451211
5853,2344 WOODPARK RD,Fairlawn,OH,44333,187000,2018-06-27,41.135303,-81.594032
5854,646 MEDINA RD,Medina,OH,44256,75000,2014-12-16,41.135863,-81.71093
5855,22 SCENIC VIEW DR # 26,Copley,OH,44321,196000,2017-05-02,41.135183000000005,-81.664392
5856,1096 MEDINA RD,Medina,OH,44256,54500,2009-05-08,41.135913,-81.730644
5857,1096 MEDINA RD,Medina,OH,44256,30900,2006-05-02,41.135913,-81.730644
5858,1096 MEDINA RD,Medina,OH,44256,26900,2005-08-05,41.135913,-81.730644
5859,8212 W SMITH RD,Medina,OH,44256,183000,2005-08-30,41.135745,-81.985512
5860,500 MEDINA RD,Medina,OH,44256,119000,2019-05-15,41.135813,-81.70288000000001
5861,884 MEDINA RD,Medina,OH,44256,1025000,2006-08-17,41.135883,-81.71808399999999
5862,2528 MEDINA RD # 7,Medina,OH,44256,581445,2008-11-25,41.135656,-81.778212
5863,644 E SMITH RD,Medina,OH,44256,75100,2017-09-14,41.136108,-81.853535
5864,1096 MEDINA RD,Medina,OH,44256,66000,2007-11-15,41.135913,-81.730644
5865,722 HAMPTON RIDGE DR,Akron,OH,44313,142500,2011-05-31,41.135964,-81.578587
5866,1545 MOGADORE RD,Kent,OH,44240,189000,2016-07-22,41.135904,-81.372907
5867,210 E SMITH RD,Medina,OH,44256,812583,2011-04-28,41.136123,-81.860733
5868,2900 MEDINA RD,Medina,OH,44256,410000,2009-06-03,41.136013,-81.79171099999999
5869,528 E SMITH RD,Medina,OH,44256,162500,2006-05-26,41.136103000000006,-81.856245
5870,2314 RIVERFRONT PKWY,Cuyahoga Falls,OH,44221,97000,2008-08-14,41.1366,-81.482132
5871,660 E SMITH RD,Medina,OH,44256,125000,2016-04-29,41.136109999999995,-81.85296899999999
5872,2133 ISSAQUAH ST,Cuyahoga Falls,OH,44221,146500,2010-07-12,41.136162,-81.452859
5873,2110 STATE RD,Cuyahoga Falls,OH,44223,270000,2017-05-18,41.136164,-81.50872199999999
5874,2516 MARCIA BLVD,Cuyahoga Falls,OH,44223,125000,2019-02-14,41.136175,-81.512484
5875,791 WILLOW CREEK DR,Fairlawn,OH,44333,200000,2009-09-17,41.136246,-81.588548
5876,2113 STATE RD,Cuyahoga Falls,OH,44223,20000,2009-10-30,41.136268,-81.508358
5877,1533 BEECHWOOD CIR,Cuyahoga Falls,OH,44221,104000,2016-03-14,41.136434,-81.461001
5878,737 HAMPTON RIDGE DR,Akron,OH,44313,143000,2017-03-27,41.136343,-81.578519
5879,699 E SMITH RD,Medina,OH,44256,160000,2011-05-31,41.136365999999995,-81.851676
5880,2217 8TH ST,Cuyahoga Falls,OH,44221,104580,2018-11-19,41.13705,-81.49303499999999
5881,2190 LIBERTY ST,Cuyahoga Falls,OH,44221,128000,2015-11-30,41.137525,-81.470162
5882,4940 HAYES RD,Ravenna,OH,44266,190000,2012-04-24,41.136897,-81.21552700000001
5883,755 W SMITH RD,Medina,OH,44256,1000000,2012-09-12,41.136287,-81.881028
5884,2235 28TH ST,Cuyahoga Falls,OH,44223,115000,2017-03-23,41.136982,-81.515599
5885,812 WILLOW CREEK DR,Fairlawn,OH,44333,239665,2005-06-23,41.137178999999996,-81.589639
5886,2180 LIBERTY ST,Cuyahoga Falls,OH,44221,96000,2008-10-20,41.137432000000004,-81.470162
5887,4246 HAYES RD,Ravenna,OH,44266,48000,2013-03-14,41.138038,-81.24016400000001
5888,5333 FAIRHILL DR,Ravenna,OH,44266,174900,2016-04-22,41.137483,-81.27861
5889,2321 FRONT ST,Cuyahoga Falls,OH,44221,95500,2012-10-30,41.138209,-81.481933
5890,1580 MORRIS RD,Kent,OH,44240,159900,2017-06-02,41.137592,-81.34885200000001
5891,3766 RETREAT DR,Medina,OH,44256,221000,2017-02-27,41.137746,-81.825934
5892,2307 SHAW AVE,Cuyahoga Falls,OH,44223,92500,2010-11-01,41.138273,-81.51001600000001
5893,949 HAMPTON RIDGE DR,Akron,OH,44313,112500,2018-03-12,41.137868,-81.58026
5894,5441 MCCLINTOCKSBURG RD,Newton Falls,OH,44444,15000,2012-09-27,41.138705,-81.031079
5895,70 S MAIN ST,Munroe Falls,OH,44262,325000,2014-06-19,41.137411,-81.439307
5896,2236 17TH ST,Cuyahoga Falls,OH,44223,160000,2015-07-27,41.137419,-81.503314
5897,331 E WASHINGTON ST,Medina,OH,44256,240000,2010-01-06,41.138187,-81.85980699999999
5898,450 CENTER AVE,Cuyahoga Falls,OH,44221,495000,2014-11-21,41.138228999999995,-81.475911
5899,3442 MONTROSE AVE,Akron,OH,44333,235000,2018-12-21,41.138234000000004,-81.634286
5900,2317 BAILEY RD,Cuyahoga Falls,OH,44221,89175,2007-06-08,41.138841,-81.46875
5901,2320 HIGH ST,Cuyahoga Falls,OH,44221,42200,2014-04-11,41.138871,-81.47306800000001
5902,5456 MCCLINTOCKSBURG RD,Newton Falls,OH,44444,45000,2012-03-16,41.138928,-81.03071800000001
5903,730 SHADY HOLLOW LN # 19,Akron,OH,44313,180000,2014-09-29,41.138337,-81.583109
5904,2310 SUNCREST DR,Cuyahoga Falls,OH,44221,46000,2011-09-16,41.138982,-81.466862
5905,2304 24TH ST,Cuyahoga Falls,OH,44223,118000,2006-05-25,41.138446,-81.510984
5906,221 HICKORY RD,Akron,OH,44333,185000,2010-04-30,41.138560999999996,-81.62116400000001
5907,3147 EASTPOINTE DR,Medina,OH,44256,1116400,2005-05-03,41.137913,-81.797977
5908,228 W WASHINGTON ST,Medina,OH,44256,124000,2015-04-28,41.13792,-81.867418
5909,604 JAMES AVE,Cuyahoga Falls,OH,44221,55100,2013-11-04,41.139198,-81.476585
5910,910 SNOWFALL SPUR,Akron,OH,44313,70000,2015-04-06,41.139321,-81.54175500000001
5911,1017 GALSWORTHY DR,Akron,OH,44313,188000,2016-08-31,41.138887,-81.579515
5912,1520 CENTER AVE,Cuyahoga Falls,OH,44221,137000,2018-07-18,41.137996,-81.461446
5913,2348 SHIRLEY ANN DR,Cuyahoga Falls,OH,44221,87000,2008-11-03,41.139571000000004,-81.465296
5914,945 TOWNLINE ROAD 131 E,North Fairfield,OH,44855,70000,2005-11-08,41.139578,-82.558771
5915,ROOSEVELT AVE,Cuyahoga Falls,OH,44221,75000,2005-02-14,41.13974,-81.47623
5916,VIEWPOINT AVE,Cuyahoga Falls,OH,44221,8000,2018-08-03,41.13974,-81.47623
5917,HIGH ST,Cuyahoga Falls,OH,44221,45000,2014-01-09,41.13974,-81.47623
5918,2369 FREDERICK DR,Cuyahoga Falls,OH,44221,140000,2006-10-31,41.139601,-81.452853
5919,482 SUN VALLEY DR,Akron,OH,44333,168000,2014-06-06,41.139767,-81.60772
5920,2360 16TH ST,Cuyahoga Falls,OH,44223,168750,2013-06-17,41.139628,-81.502088
5921,125 N COURT ST,Medina,OH,44256,355000,2011-05-20,41.139641,-81.864162
5922,PORTAGE TRL,Cuyahoga Falls,OH,44221,200000,2016-07-18,41.13974,-81.47623
5923,3214 GREENTREE CIR,Medina,OH,44256,147000,2006-04-05,41.138983,-81.802585
5924,2316 PROVIDENCE BLVD,Cuyahoga Falls,OH,44221,145000,2018-11-29,41.139425,-81.458996
5925,465 HAMPTON RIDGE DR,Akron,OH,44313,93500,2013-04-02,41.139917,-81.578192
5926,2425 STATE RD,Cuyahoga Falls,OH,44223,60000,2013-12-16,41.139932,-81.508358
5927,2349 PLYMOUTH LN,Cuyahoga Falls,OH,44221,186000,2016-06-13,41.139489000000005,-81.457923
5928,2369 HARDING RD,Cuyahoga Falls,OH,44223,69900,2013-10-25,41.140046000000005,-81.514954
5929,2664 MCCARREN DR,Medina,OH,44256,85000,2014-12-17,41.14015,-81.8583
5930,214 LAKE POINTE DR,Akron,OH,44333,175000,2013-01-31,41.139882,-81.657014
5931,626 SAN MORITZ DR,Akron,OH,44333,168000,2015-09-24,41.140041,-81.60092399999999
5932,GRANGER ROAD R,Medina,OH,44256,65000,2015-06-30,41.14015,-81.8583
5933,FENN RD,Medina,OH,44256,615273,2008-05-28,41.14015,-81.8583
5934,2999 FAWN LAKE DR,Medina,OH,44256,85000,2011-06-15,41.14015,-81.8583
5935,3156 STERLING LAKE DR,Medina,OH,44256,253765,2012-08-10,41.14015,-81.8583
5936,3105 STERLING LAKE DR,Medina,OH,44256,240000,2013-09-06,41.14015,-81.8583
5937,FOSKETT RD,Medina,OH,44256,123000,2018-11-26,41.14015,-81.8583
5938,1680 AKRON PENINSULA RD,Akron,OH,44313,485000,2017-07-12,41.139992,-81.54986600000001
5939,415 HARVEST DR,Ravenna,OH,44266,145000,2006-05-30,41.140025,-81.24873000000001
5940,MEDINA RD,Medina,OH,44256,32000,2017-05-01,41.14015,-81.8583
5941,2290 HARDING RD,Cuyahoga Falls,OH,44223,138000,2007-08-14,41.138923999999996,-81.51575600000001
5942,MILAN,Milan,OH,44256,31500,2018-03-05,41.14015,-81.8583
5943,E SMITH RD,Medina,OH,44256,50000,2016-03-07,41.14015,-81.8583
5944,BRANCH RD,Medina,OH,44256,188800,2005-04-01,41.14015,-81.8583
5945,MEDINA RD,Medina,OH,44256,68600,2009-09-08,41.14015,-81.8583
5946,MEDINA RD,Medina,OH,44256,40700,2014-12-02,41.14015,-81.8583
5947,706 MUNROE FALLS AVE,Cuyahoga Falls,OH,44221,40500,2011-05-03,41.140193,-81.4728
5948,6830 BLACK TAIL CT,Medina,OH,44256,85000,2016-09-21,41.14015,-81.8583
5949,4645 COOK RD,New London,OH,44851,52500,2008-07-11,41.140311,-82.417589
5950,5464 DAINTREE LN,Medina,OH,44256,292200,2016-09-01,41.14015,-81.8583
5951,570 TOWNLINE ROAD 131 W,Norwalk,OH,44857,146000,2010-09-23,41.140345,-82.609042
5952,6828 MAPLEBROOKE TRCE,Medina,OH,44256,269100,2017-12-26,41.14015,-81.8583
5953,761 MUNROE FALLS AVE,Cuyahoga Falls,OH,44221,20500,2019-02-21,41.140467,-81.471623
5954,3939 CRIMSON HARVEST LN,Medina,OH,44256,309700,2018-06-20,41.14015,-81.8583
5955,2382 2ND ST,Cuyahoga Falls,OH,44221,20000,2018-02-02,41.140248,-81.482292
5956,2416 6TH ST,Cuyahoga Falls,OH,44221,90000,2006-04-27,41.140643,-81.490412
5957,3839 CRIMSON HARVEST LN,Medina,OH,44256,375000,2018-08-08,41.14015,-81.8583
5958,5401 ARAPAHO WAY,Medina,OH,44256,257700,2017-09-25,41.14015,-81.8583
5959,6069 OBAN CT,Medina,OH,44256,175000,2018-01-02,41.14015,-81.8583
5960,6231 TYNDALE LN,Medina,OH,44256,300100,2018-12-12,41.14015,-81.8583
5961,1918 NORTHAMPTON RD,Cuyahoga Falls,OH,44223,7800,2016-01-21,41.14076,-81.527767
5962,630 MUNROE FALLS AVE,Cuyahoga Falls,OH,44221,122000,2019-03-27,41.140188,-81.473966
5963,2388 15TH ST,Cuyahoga Falls,OH,44223,121900,2016-12-27,41.14022,-81.500935
5964,2416 4TH ST,Cuyahoga Falls,OH,44221,75000,2011-06-17,41.141049,-81.485047
5965,160 HARVEST DR,Copley,OH,44321,546935,2019-02-04,41.140685999999995,-81.661862
5966,846 WILLOW CREEK DR,Fairlawn,OH,44333,322000,2018-07-19,41.14049,-81.59003299999999
5967,223 E FRIENDSHIP ST,Medina,OH,44256,117000,2013-10-17,41.140737,-81.862145
5968,1431 MUNROE FALLS AVE # 9,Cuyahoga Falls,OH,44221,70000,2018-09-24,41.140514,-81.462532
5969,1419 MUNROE FALLS AVE # 1437-3,Cuyahoga Falls,OH,44221,69600,2018-09-21,41.140516,-81.462696
